SYMBOL,SYMBOLS,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
JKCEMENT,JKCEMENT.NS,JK Cement Limited,EQ,14-Mar-06,10,1,INE823G01014,10
JKIL,JKIL.NS,J.Kumar Infraprojects Limited,EQ,12-Feb-08,5,1,INE576I01022,5
JKLAKSHMI,JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,19-Jun-06,5,1,INE786A01032,5
JKPAPER,JKPAPER.NS,JK Paper Limited,EQ,16-Jun-05,10,1,INE789E01012,10
JKTYRE,JKTYRE.NS,JK Tyre & Industries Limited,EQ,19-Mar-07,2,1,INE573A01042,2
JLHL,JLHL.NS,Jupiter Life Line Hospitals Limited,EQ,18-Sep-23,10,1,INE682M01012,10
JMA,JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,2,1,INE412C01023,2
JMFINANCIL,JMFINANCIL.NS,JM Financial Limited,EQ,10-Oct-06,1,1,INE780C01023,1
JNKINDIA,JNKINDIA.NS,JNK India Limited,BE,30-Apr-24,2,1,INE0OAF01028,2
JOCIL,JOCIL.NS,Jocil Limited,EQ,8-Oct-08,10,1,INE839G01010,10
JPOLYINVST,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-13,10,1,INE147P01019,10
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10,1,INE351F01018,10
JSFB,JSFB.NS,Jana Small Finance Bank Limited,EQ,14-Feb-24,10,1,INE953L01027,10
JSL,JSL.NS,Jindal Stainless Limited,EQ,17-Nov-03,2,1,INE220G01021,2
JSWENERGY,JSWENERGY.NS,JSW Energy Limited,EQ,4-Jan-10,10,1,INE121E01018,10
JSWHL,JSWHL.NS,JSW Holdings Limited,EQ,21-Jun-05,10,1,INE824G01012,10
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Limited,EQ,3-Oct-23,2,1,INE880J01026,2
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited,EQ,23-Mar-05,1,1,INE019A01038,1
JTEKTINDIA,JTEKTINDIA.NS,Jtekt India Limited,EQ,12-Jan-04,1,1,INE643A01035,1
JTLIND,JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,12-Jun-23,2,1,INE391J01024,2
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,8-Feb-10,2,1,INE797F01020,2
JUBLINDS,JUBLINDS.NS,Jubilant Industries Limited,EQ,14-Feb-11,10,1,INE645L01011,10
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,19-Mar-21,1,1,INE0BY001018,1
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,16-Jun-03,1,1,INE700A01033,1
JUNIPER,JUNIPER.NS,Juniper Hotels Limited,EQ,28-Feb-24,10,1,INE696F01016,10
JUSTDIAL,JUSTDIAL.NS,Just Dial Limited,EQ,5-Jun-13,10,1,INE599M01018,10
JWL,JWL.NS,Jupiter Wagons Limited,EQ,18-Oct-10,10,1,INE209L01016,10
JYOTHYLAB,JYOTHYLAB.NS,Jyothy Labs Limited,EQ,19-Dec-07,1,1,INE668F01031,1
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Limited,EQ,16-Jan-24,2,1,INE980O01024,2
JYOTISTRUC,JYOTISTRUC.NS,Jyoti Structures Limited,EQ,19-Jul-95,2,1,INE197A01024,2
KABRAEXTRU,KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,6-Sep-95,5,1,INE900B01029,5
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Limited,EQ,1-Jun-04,1,1,INE217B01036,1
KAKATCEM,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,10,1,INE437B01014,10
KALAMANDIR,KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,EQ,27-Sep-23,2,1,INE438K01021,2
KALYANI,KALYANI.NS,Kalyani Commercials Limited,BE,13-Feb-17,10,1,INE610E01010,10
KALYANIFRG,KALYANIFRG.NS,Kalyani Forge Limited,BE,20-Dec-07,10,1,INE314G01014,10
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,26-Mar-21,10,1,INE303R01014,10
KAMATHOTEL,KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,29-May-96,10,1,INE967C01018,10
KAMDHENU,KAMDHENU.NS,Kamdhenu Limited,EQ,9-May-06,10,1,INE390H01012,10
KAMOPAINTS,KAMOPAINTS.NS,Kamdhenu Ventures Limited,EQ,24-Jan-23,1,1,INE0BTI01037,1
KANANIIND,KANANIIND.NS,Kanani Industries Limited,EQ,14-Dec-11,1,1,INE879E01037,1
KANORICHEM,KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,8-Feb-95,5,1,INE138C01024,5
KANPRPLA,KANPRPLA.NS,Kanpur Plastipack Limited,EQ,1-Jan-21,10,1,INE694E01014,10
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1,1,INE531A01024,1
KAPSTON,KAPSTON.NS,Kapston Services Limited,BE,27-May-20,5,1,INE542Z01028,5
KARMAENG,KARMAENG.NS,Karma Energy Limited,BE,28-Jun-11,10,1,INE725L01011,10
KARURVYSYA,KARURVYSYA.NS,Karur Vysya Bank Limited,EQ,26-Jul-00,2,1,INE036D01028,2
KAUSHALYA,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,BE,14-Dec-07,1000,1,INE234I01028,1000
KAVVERITEL,KAVVERITEL.NS,Kavveri Telecom Products Limited,BE,29-Jan-08,10,1,INE641C01019,10
KAYA,KAYA.NS,Kaya Limited,BE,14-Aug-15,10,1,INE587G01015,10
KAYNES,KAYNES.NS,Kaynes Technology India Limited,EQ,22-Nov-22,10,1,INE918Z01012,10
KBCGLOBAL,KBCGLOBAL.NS,KBC Global Limited,BE,2-Apr-18,1,1,INE278R01034,1
KCP,KCP.NS,KCP Limited,EQ,9-Apr-97,1,1,INE805C01028,1
KCPSUGIND,KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,BE,11-Jun-97,1,1,INE790B01024,1
KDDL,KDDL.NS,KDDL Limited,EQ,23-Mar-16,10,1,INE291D01011,10
KEC,KEC.NS,KEC International Limited,EQ,10-Mar-06,2,1,INE389H01022,2
KECL,KECL.NS,Kirloskar Electric Company Limited,EQ,9-Mar-10,10,1,INE134B01017,10
KEEPLEARN,KEEPLEARN.NS,DSJ Keep Learning Limited,BE,1-Mar-95,1,1,INE055C01020,1
KEI,KEI.NS,KEI Industries Limited,EQ,23-Mar-06,2,1,INE878B01027,2
KELLTONTEC,KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ,2-Mar-16,5,1,INE164B01022,5
KERNEX,KERNEX.NS,Kernex Microsystems (India) Limited,EQ,20-Dec-05,10,1,INE202H01019,10
KESORAMIND,KESORAMIND.NS,Kesoram Industries Limited,EQ,6-Sep-95,10,1,INE087A01019,10
KEYFINSERV,KEYFINSERV.NS,Keynote Financial Services Limited,EQ,26-Jun-96,10,1,INE681C01015,10
KFINTECH,KFINTECH.NS,Kfin Technologies Limited,EQ,29-Dec-22,10,1,INE138Y01010,10
KHADIM,KHADIM.NS,Khadim India Limited,EQ,14-Nov-17,10,1,INE834I01025,10
KHAICHEM,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-20,1,1,INE745B01028,1
KHAITANLTD,KHAITANLTD.NS,Khaitan (India) Limited,BE,20-Dec-95,10,1,INE731C01018,10
KHANDSE,KHANDSE.NS,Khandwala Securities Limited,EQ,7-Feb-01,10,1,INE060B01014,10
KICL,KICL.NS,Kalyani Investment Company Limited,BE,14-Jan-11,10,1,INE029L01018,10
KILITCH,KILITCH.NS,Kilitch Drugs (India) Limited,EQ,29-Sep-10,10,1,INE729D01010,10
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,2,1,INE967H01025,2
KINGFA,KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,10,1,INE473D01015,10
KIOCL,KIOCL.NS,KIOCL Limited,EQ,29-Nov-16,10,1,INE880L01014,10
KIRIINDUS,KIRIINDUS.NS,Kiri Industries Limited,EQ,22-Apr-08,10,1,INE415I01015,10
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ,20-Apr-10,2,1,INE732A01036,2
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ,24-Dec-10,2,1,INE146L01010,2
KIRLOSIND,KIRLOSIND.NS,Kirloskar Industries Limited,EQ,24-Jun-10,10,1,INE250A01039,10
KIRLPNU,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ,26-Apr-23,2,1,INE811A01020,2
KITEX,KITEX.NS,Kitex Garments Limited,EQ,25-Sep-12,1,1,INE602G01020,1
KKCL,KKCL.NS,Kewal Kiran Clothing Limited,EQ,13-Apr-06,10,1,INE401H01017,10
KMSUGAR,KMSUGAR.NS,K.M.Sugar Mills Limited,BE,31-May-07,2,1,INE157H01023,2
KNRCON,KNRCON.NS,KNR Constructions Limited,EQ,18-Feb-08,2,1,INE634I01029,2
KOHINOOR,KOHINOOR.NS,Kohinoor Foods Limited,EQ,20-Oct-99,10,1,INE080B01012,10
KOKUYOCMLN,KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ,28-Jul-08,1,1,INE760A01029,1
KOLTEPATIL,KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ,13-Dec-07,10,1,INE094I01018,10
KOPRAN,KOPRAN.NS,Kopran Limited,EQ,9-Jun-99,10,1,INE082A01010,10
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ,20-Dec-95,5,1,INE237A01028,5
KOTARISUG,KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,10,1,INE419A01022,10
KOTHARIPET,KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ,2-Nov-96,10,1,INE720A01015,10
KOTHARIPRO,KOTHARIPRO.NS,Kothari Products Limited,BE,3-Jun-98,10,1,INE823A01017,10
KPIGREEN,KPIGREEN.NS,KPI Green Energy Limited,BE,27-Jul-21,5,1,INE542W01025,5
KPIL,KPIL.NS,Kalpataru Projects International Limited,EQ,15-Dec-00,2,1,INE220B01022,2
KPITTECH,KPITTECH.NS,KPIT Technologies Limited,EQ,22-Apr-19,10,1,INE04I401011,10
KPRMILL,KPRMILL.NS,K.P.R. Mill Limited,EQ,28-Aug-07,1,1,INE930H01031,1
KRBL,KRBL.NS,KRBL Limited,EQ,21-Jan-02,1,1,INE001B01026,1
KREBSBIO,KREBSBIO.NS,Krebs Biochemicals and Industries Limited,BE,3-Jan-96,10,1,INE268B01013,10
KRIDHANINF,KRIDHANINF.NS,Kridhan Infra Limited,EQ,11-Dec-15,2,1,INE524L01026,2
KRISHANA,KRISHANA.NS,Krishana Phoschem Limited,EQ,22-Aug-19,10,1,INE506W01012,10
KRITI,KRITI.NS,Kriti Industries (India) Limited,EQ,1-Nov-21,1,1,INE479D01038,1
KRITIKA,KRITIKA.NS,Kritika Wires Limited,EQ,4-May-22,2,1,INE00Z501029,2
KRITINUT,KRITINUT.NS,Kriti Nutrients Limited,BE,7-Oct-22,1,1,INE798K01010,1
KRONOX,KRONOX.NS,Kronox Lab Sciences Limited,EQ,10-Jun-24,10,1,INE0ATZ01017,10
KROSS,KROSS.NS,Kross Limited,EQ,16-Sep-24,5,1,INE0O6601022,5
KRSNAA,KRSNAA.NS,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5,1,INE08LI01020,5
KRYSTAL,KRYSTAL.NS,Krystal Integrated Services Limited,EQ,21-Mar-24,10,1,INE0QN801017,10
KSB,KSB.NS,Ksb Limited,EQ,8-Feb-95,2,1,INE999A01023,2
KSCL,KSCL.NS,Kaveri Seed Company Limited,EQ,4-Oct-07,2,1,INE455I01029,2
KSHITIJPOL,KSHITIJPOL.NS,Kshitij Polyline Limited,BE,27-Jul-22,2,1,INE013801027,2
KSL,KSL.NS,Kalyani Steels Limited,EQ,19-May-10,5,1,INE907A01026,5
KSOLVES,KSOLVES.NS,Ksolves India Limited,EQ,23-Sep-22,10,1,INE0D6I01015,10
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited,EQ,10-May-00,10,1,INE614B01018,10
KUANTUM,KUANTUM.NS,Kuantum Papers Limited,EQ,23-Oct-19,1,1,INE529I01021,1
LAGNAM,LAGNAM.NS,Lagnam Spintex Limited,EQ,30-Sep-21,10,1,INE548Z01017,10
LAL,LAL.NS,Lorenzini Apparels Limited,BE,10-Apr-23,1,1,INE740X01023,1
LALPATHLAB,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,10,1,INE600L01024,10
LAMBODHARA,LAMBODHARA.NS,Lambodhara Textiles Limited,EQ,4-Feb-15,5,1,INE112F01022,5
LANCORHOL,LANCORHOL.NS,Lancor Holdings Limited,EQ,12-Mar-24,2,1,INE572G01025,2
LANDMARK,LANDMARK.NS,Landmark Cars Limited,EQ,23-Dec-22,5,1,INE559R01029,5
LAOPALA,LAOPALA.NS,La Opala RG Limited,EQ,16-Mar-07,2,1,INE059D01020,2
LASA,LASA.NS,Lasa Supergenerics Limited,BE,21-Sep-17,10,1,INE670X01014,10
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Limited,EQ,23-Nov-21,1,1,INE0I7C01011,1
LATTEYS,LATTEYS.NS,Latteys Industries Limited,EQ,23-May-23,2,1,INE262Z01023,2
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited,EQ,19-Dec-16,2,1,INE947Q01028,2
LAXMICOT,LAXMICOT.NS,Laxmi Cotspin Limited,EQ,12-Nov-21,10,1,INE801V01019,10
LAXMIMACH,LAXMIMACH.NS,Lakshmi Machine Works Limited,EQ,29-Mar-95,10,1,INE269B01029,10
LCCINFOTEC,LCCINFOTEC.NS,LCC Infotech Limited,BE,2-Mar-00,2,1,INE938A01021,2
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,9-Apr-18,10,1,INE970X01018,10
LEXUS,LEXUS.NS,Lexus Granito (India) Limited,EQ,13-Mar-23,10,1,INE500X01013,10
LFIC,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,10,1,INE850E01012,10
LGBBROSLTD,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,10,1,INE337A01034,10
LGHL,LGHL.NS,Laxmi Goldorna House Limited,BE,10-Nov-23,10,1,INE258Y01016,10
LIBAS,LIBAS.NS,Libas Consumer Products Limited,EQ,23-Jul-19,10,1,INE908V01012,10
LIBERTSHOE,LIBERTSHOE.NS,Liberty Shoes Limited,BE,27-Sep-95,10,1,INE557B01019,10
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited,EQ,29-Jul-98,2,1,INE115A01026,2
LICI,LICI.NS,Life Insurance Corporation Of India,EQ,17-May-22,10,1,INE0J1Y01017,10
LIKHITHA,LIKHITHA.NS,Likhitha Infrastructure Limited,EQ,15-Oct-20,5,1,INE060901027,5
LINC,LINC.NS,Linc Limited,EQ,9-Mar-15,10,1,INE802B01019,10
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,10,1,INE405C01035,10
LINDEINDIA,LINDEINDIA.NS,Linde India Limited,EQ,16-Jun-99,10,1,INE473A01011,10
LLOYDSENGG,LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-Jul-16,1,1,INE093R01011,1
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Limited,EQ,17-Jul-23,1,1,INE281B01032,1
LODHA,LODHA.NS,Macrotech Developers Limited,EQ,19-Apr-21,10,1,INE670K01029,10
LOKESHMACH,LOKESHMACH.NS,Lokesh Machines Limited,EQ,5-May-06,10,1,INE397H01017,10
LORDSCHLO,LORDSCHLO.NS,Lords Chloro Alkali Limited,EQ,28-Aug-23,10,1,INE846D01012,10
LOTUSEYE,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,10,1,INE947I01017,10
LOVABLE,LOVABLE.NS,Lovable Lingerie Limited,BE,24-Mar-11,10,1,INE597L01014,10
LOYALTEX,LOYALTEX.NS,Loyal Textile Mills Limited,EQ,11-Aug-22,10,1,INE970D01010,10
LPDC,LPDC.NS,Landmark Property Development Company Limited,BE,12-Aug-08,1,1,INE197J01017,1
LT,LT.NS,Larsen & Toubro Limited,EQ,23-Jun-04,2,1,INE018A01030,2
LTF,LTF.NS,L&T Finance Limited,EQ,12-Aug-11,10,1,INE498L01015,10
LTFOODS,LTFOODS.NS,LT Foods Limited,EQ,18-Dec-06,1,1,INE818H01020,1
LTIM,LTIM.NS,LTIMindtree Limited,EQ,21-Jul-16,1,1,INE214T01019,1
LTTS,LTTS.NS,L&T Technology Services Limited,EQ,23-Sep-16,2,1,INE010V01017,2
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,EQ,6-Sep-95,10,1,INE162B01018,10
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,16-Jan-07,2,1,INE872H01027,2
LUPIN,LUPIN.NS,Lupin Limited,EQ,10-Sep-01,2,1,INE326A01037,2
LUXIND,LUXIND.NS,Lux Industries Limited,EQ,30-Nov-15,2,1,INE150G01020,2
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited,EQ,25-Mar-21,2,1,INE576O01020,2
LYKALABS,LYKALABS.NS,Lyka Labs Limited,EQ,8-Feb-95,10,1,INE933A01014,10
LYPSAGEMS,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,BE,5-Nov-13,10,1,INE142K01011,10
M&M,M&M.NS,Mahindra & Mahindra Limited,EQ,3-Jan-96,5,1,INE101A01026,5
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-06,2,1,INE774D01024,2
MAANALU,MAANALU.NS,Maan Aluminium Limited,EQ,22-Oct-07,5,1,INE215I01027,5
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited,BE,19-Aug-20,10,1,INE155Z01011,10
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited,EQ,20-Dec-07,10,1,INE925C01016,10
MADHUCON,MADHUCON.NS,Madhucon Projects Limited,BE,5-Oct-06,1,1,INE378D01032,1
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,EQ,25-Jul-97,10,1,INE414A01015,10
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,28-Jul-17,10,1,INE347W01011,10
MAGNUM,MAGNUM.NS,Magnum Ventures Limited,EQ,20-Sep-07,10,1,INE387I01016,10
MAHABANK,MAHABANK.NS,Bank of Maharashtra,EQ,12-Apr-04,10,1,INE457A01014,10
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,BE,21-Jan-98,10,1,INE843B01013,10
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited,BE,1-Jul-16,10,1,INE451L01014,10
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited,BE,14-Feb-20,10,1,INE215D01010,10
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,15-Apr-19,10,1,INE263W01010,10
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,10-May-00,10,1,INE813A01018,10
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited,EQ,10-Nov-17,10,1,INE766P01016,10
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,8-Feb-95,10,1,INE288A01013,10
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,25-Aug-04,5,1,INE271B01025,5
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited,EQ,5-Jul-11,10,1,INE683C01011,10
MALLCOM,MALLCOM.NS,Mallcom (India) Limited,EQ,2-Feb-22,10,1,INE389C01015,10
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited,EQ,5-Apr-06,10,1,INE383H01017,10
MANAKALUCO,MANAKALUCO.NS,Manaksia Aluminium Company Limited,BE,30-Mar-15,1,1,INE859Q01017,1
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,BE,30-Mar-15,1,1,INE830Q01018,1
MANAKSIA,MANAKSIA.NS,Manaksia Limited,EQ,8-Jan-08,2,1,INE015D01022,2
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited,EQ,30-Mar-15,1,1,INE824Q01011,1
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,6-Dec-06,5,1,INE201A01024,5
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited,EQ,1-Dec-14,2,1,INE522D01027,2
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ,16-Aug-24,10,1,INE545L01039,10
MANGALAM,MANGALAM.NS,Mangalam Drugs And Organics Limited,EQ,23-May-05,10,1,INE584F01014,10
MANGCHEFER,MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-07,10,1,INE558B01017,10
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited,EQ,3-Jan-96,10,1,INE347A01017,10
MANINDS,MANINDS.NS,Man Industries (India) Limited,EQ,24-Jun-05,5,1,INE993A01026,5
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited,EQ,11-Mar-10,2,1,INE949H01023,2
MANKIND,MANKIND.NS,Mankind Pharma Limited,EQ,9-May-23,1,1,INE634S01028,1
MANOMAY,MANOMAY.NS,Manomay Tex India Limited,BE,18-Jan-23,10,1,INE784W01015,10
MANORAMA,MANORAMA.NS,Manorama Industries Limited,EQ,1-Jul-22,2,1,INE00VM01036,2
MANORG,MANORG.NS,Mangalam Organics Limited,BE,2-Nov-21,10,1,INE370D01013,10
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited,EQ,14-Sep-06,2,1,INE867A01022,2
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited,EQ,16-Feb-22,1,1,INE825V01034,1
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,21-Dec-21,2,1,INE0BV301023,2
MARALOVER,MARALOVER.NS,Maral Overseas Limited,EQ,8-Feb-95,10,1,INE882A01013,10
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,29-Sep-16,5,1,INE182D01020,5
MARICO,MARICO.NS,Marico Limited,EQ,1-May-96,1,1,INE196A01026,1
MARINE,MARINE.NS,Marine Electricals (India) Limited,BE,2-Dec-20,2,1,INE01JE01028,2
MARKSANS,MARKSANS.NS,Marksans Pharma Limited,EQ,21-Jan-02,1,1,INE750C01026,1
MARSHALL,MARSHALL.NS,Marshall Machines Limited,EQ,22-Nov-21,10,1,INE00SZ01018,10
MARUTI,MARUTI.NS,Maruti Suzuki India Limited,EQ,9-Jul-03,5,1,INE585B01010,5
MASFIN,MASFIN.NS,MAS Financial Services Limited,EQ,18-Oct-17,10,1,INE348L01012,10
MASKINVEST,MASKINVEST.NS,Mask Investments Limited,BE,14-Oct-16,10,1,INE885F01015,10
MASTEK,MASTEK.NS,Mastek Limited,EQ,10-May-95,5,1,INE759A01021,5
MATRIMONY,MATRIMONY.NS,Matrimony.Com Limited,EQ,21-Sep-17,5,1,INE866R01028,5
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited,EQ,20-Mar-09,10,1,INE636A01039,10
MAXESTATES,MAXESTATES.NS,Max Estates Limited,EQ,30-Oct-23,10,1,INE03EI01018,10
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,21-Aug-20,10,1,INE027H01010,10
MAXIND,MAXIND.NS,Max India Limited,EQ,28-Aug-20,10,1,INE0CG601016,10
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,25-Sep-12,5,1,INE040D01038,5
MAZDA,MAZDA.NS,Mazda Limited,EQ,1-Nov-16,10,1,INE885E01034,10
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,12-Oct-20,10,1,INE249Z01012,10
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,22-Aug-19,10,1,INE900L01010,10
MBECL,MBECL.NS,Mcnally Bharat Engineering Company Limited,BE,6-Oct-06,10,1,INE748A01016,10
MBLINFRA,MBLINFRA.NS,MBL Infrastructure Limited,BE,11-Jan-10,10,1,INE912H01013,10
MCL,MCL.NS,Madhav Copper Limited,EQ,19-Aug-20,5,1,INE813V01022,5
MCLEODRUSS,MCLEODRUSS.NS,Mcleod Russel India Limited,EQ,29-Jul-05,5,1,INE942G01012,5
MCX,MCX.NS,Multi Commodity Exchange of India Limited,EQ,9-Mar-12,10,1,INE745G01035,10
MEDANTA,MEDANTA.NS,Global Health Limited,EQ,16-Nov-22,2,1,INE474Q01031,2
MEDIASSIST,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,23-Jan-24,5,1,INE456Z01021,5
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,27-Oct-21,10,1,INE646B01010,10
MEDICO,MEDICO.NS,Medico Remedies Limited,BE,26-May-22,2,1,INE630Y01024,2
MEDPLUS,MEDPLUS.NS,Medplus Health Services Limited,EQ,23-Dec-21,2,1,INE804L01022,2
MEGASOFT,MEGASOFT.NS,Megasoft Limited,EQ,19-Jul-07,10,1,INE933B01012,10
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited,EQ,16-Feb-22,10,1,INE00EM01016,10
MENONBE,MENONBE.NS,Menon Bearings Limited,EQ,9-Mar-15,1,1,INE071D01033,1
METROBRAND,METROBRAND.NS,Metro Brands Limited,EQ,22-Dec-21,5,1,INE317I01021,5
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,15-Apr-19,2,1,INE112L01020,2
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited,BE,27-Aug-24,10,1,INE0US801024,10
MFSL,MFSL.NS,Max Financial Services Limited,EQ,17-May-00,2,1,INE180A01020,2
MGEL,MGEL.NS,Mangalam Global Enterprise Limited,BE,23-Dec-20,2,1,INE0APB01024,2
MGL,MGL.NS,Mahanagar Gas Limited,EQ,1-Jul-16,10,1,INE002S01010,10
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ,27-Jan-22,10,1,INE112D01035,10
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,16-Jul-09,10,1,INE998I01010,10
MICEL,MICEL.NS,MIC Electronics Limited,BE,17-Dec-21,2,1,INE287C01037,2
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,4-Apr-18,10,1,INE099Z01011,10
MINDACORP,MINDACORP.NS,Minda Corporation Limited,EQ,16-Oct-14,2,1,INE842C01021,2
MINDTECK,MINDTECK.NS,Mindteck (India) Limited,BE,2-Aug-16,10,1,INE110B01017,10
MIRCELECTR,MIRCELECTR.NS,MIRC Electronics Limited,BE,24-May-04,1,1,INE831A01028,1
MIRZAINT,MIRZAINT.NS,Mirza International Limited,EQ,28-Apr-99,2,1,INE771A01026,2
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,17-Mar-22,10,1,INE828O01033,10
MITTAL,MITTAL.NS,Mittal Life Style Limited,EQ,29-Apr-20,1,1,INE997Y01027,1
MKPL,MKPL.NS,M K Proteins Limited,BE,13-Jun-23,1,1,INE964W01021,1
